itemCollection_WS_ammo_rocket,,,
Ammo_AmmunitionBox_DFR_01x,AmmunitionBox,2,10
Ammo_AmmunitionBox_DFR_02x,AmmunitionBox,2,9
Ammo_AmmunitionBox_DFR_05x,AmmunitionBox,2,8
Ammo_AmmunitionBox_DFR_10x,AmmunitionBox,2,7
Ammo_AmmunitionBox_DFR_25x,AmmunitionBox,2,6
Ammo_AmmunitionBox_ViperR_01x,AmmunitionBox,2,10
Ammo_AmmunitionBox_ViperR_02x,AmmunitionBox,2,9
Ammo_AmmunitionBox_ViperR_05x,AmmunitionBox,2,8
Ammo_AmmunitionBox_ViperR_10x,AmmunitionBox,2,7
Ammo_AmmunitionBox_ViperR_25x,AmmunitionBox,2,6
