Weapon_Laser_UltraLaser_0-Westonmach,Weapon,2,8
Weapon_LRM_DFMM2_0-Westonmach,Weapon,5,9
Weapon_LRM_DFMM5_0-Westonmach,Weapon,3,7
Weapon_LRM_DFIM2_0-Westonmach,Weapon,5,9
Weapon_LRM_DFIM5_0-Westonmach,Weapon,3,7
Weapon_Laser_ThermalLaser_0-Westonmach,Weapon,2,6
Weapon_Laser_SmallLaserPulse_3-Westonmach,Weapon,1,4
Weapon_Plasma_PAC_0-Westonmach,Weapon,1,4
Weapon_IPBC_Sniper_0-Westonmach,Weapon,2,5
Weapon_IPBC_BF_0-Westonmach,Weapon,2,5
Weapon_IPBC_FA_0-Westonmach,Weapon,2,5
Weapon_U-IPBC_Sniper_0-Westonmach,Weapon,1,2
Weapon_U-IPBC_BF_0-Westonmach,Weapon,1,2
Weapon_U-IPBC_FA_0-Westonmach,Weapon,1,2
Weapon_MachineGun_Defender_0-Westonmach,Weapon,2,4
Weapon_Reaper_AC_Light,Weapon,3,5
Weapon_Reaper_AC_Heavy,Weapon,3,5
Weapon_Reaper_AC_Sniper,Weapon,3,5
Weapon_Reaper_UAC_Light,Weapon,1,2
Weapon_Reaper_UAC_Heavy,Weapon,1,2
Weapon_Reaper_UAC_Sniper,Weapon,1,2
Weapon_Shotgun_Rager_Small_Buckshot_Cannon_0-Westonmach,Weapon,5,4
Weapon_Shotgun_Rager_Medium_Buckshot_Cannon_0-Westonmach,Weapon,3,3
Weapon_Shotgun_Rager_Large_Buckshot_Cannon_0-Westonmach,Weapon,2,2
Weapon_FistPunch_Cannon_0-Westonmach,Weapon,2,5
Weapon_FistPunch_HeavyCannon_0-Westonmach,Weapon,1,2
Gear_Cockpit_Sensor_Array,Upgrade,3,7
Gear_Cockpit_Sensor_Module,Upgrade,1,4
Gear_General_Response_Facilitator,Upgrade,1,5
Gear_TargetingComputer_Missle,Upgrade,2,6
Gear_TargetingComputer_Ballistic,Upgrade,2,6
Gear_TargetingComputer_Energy,Upgrade,2,6
Gear_Jumpjet_Accelerator,Upgrade,6,10
