Weapon_LRM_DFMM2_0-Westonmach,Weapon,16,10
Weapon_LRM_DFMM5_0-Westonmach,Weapon,5,10
Weapon_LRM_DFIM2_0-Westonmach,Weapon,16,10
Weapon_LRM_DFIM5_0-Westonmach,Weapon,5,10
Weapon_LRM_DFMM5_1-Westonmach,Weapon,5,9
Weapon_LRM_DFMM5_2-Westonmach,Weapon,4,8
Weapon_LRM_DFMM5_3-Westonmach,Weapon,3,7
Weapon_LRM_DFMM5_4-Westonmach,Weapon,2,6
Weapon_LRM_DFMM5_5-Westonmach,Weapon,1,5
Weapon_LRM_DFIM5_1-Westonmach,Weapon,5,9
Weapon_LRM_DFIM5_2-Westonmach,Weapon,4,8
Weapon_LRM_DFIM5_3-Westonmach,Weapon,3,7
Weapon_ViperRocket_1_0-Westonmach,Weapon,12,10
Weapon_ViperRocket_1_1-Westonmach,Weapon,8,9
Weapon_ViperRocket_1_2-Westonmach,Weapon,6,8
Weapon_ViperRocket_1_3-Westonmach,Weapon,5,7
Weapon_ViperRocket_1_4-Westonmach,Weapon,4,6
Weapon_ViperRocket_1_5-Westonmach,Weapon,3,5
Gear_HeatSink_Generic_Coolant_Plant_4x_1,HeatSink,1,8
Gear_HeatSink_Generic_Coolant_Plant_4x_2,HeatSink,1,6
Gear_HeatSink_Generic_Coolant_Plant_4x_3,HeatSink,1,4
