Weapon_Laser_UltraLaser_0-Westonmach,Weapon,7,10
Weapon_LRM_DFMM5_0-Westonmach,Weapon,9,10
Weapon_LRM_DFIM5_0-Westonmach,Weapon,9,10
Weapon_Laser_ThermalLaser_0-Westonmach,Weapon,6,9
Weapon_Laser_SmallLaserPulse_3-Westonmach,Weapon,5,8
Weapon_Plasma_PAC_0-Westonmach,Weapon,3,9
Weapon_IPBC_Sniper_0-Westonmach,Weapon,4,9
Weapon_IPBC_BF_0-Westonmach,Weapon,4,9
Weapon_IPBC_FA_0-Westonmach,Weapon,4,9
Weapon_U-IPBC_Sniper_0-Westonmach,Weapon,2,7
Weapon_U-IPBC_BF_0-Westonmach,Weapon,2,7
Weapon_U-IPBC_FA_0-Westonmach,Weapon,2,7
Weapon_MachineGun_Defender_0-Westonmach,Weapon,4,9
Weapon_Reaper_AC_Light,Weapon,4,9
Weapon_Reaper_AC_Heavy,Weapon,4,9
Weapon_Reaper_AC_Sniper,Weapon,4,9
Weapon_Reaper_UAC_Light,Weapon,2,8
Weapon_Reaper_UAC_Heavy,Weapon,2,8
Weapon_Reaper_UAC_Sniper,Weapon,2,8
Weapon_Shotgun_Rager_Small_Buckshot_Cannon_0-Westonmach,Weapon,3,9
Weapon_Shotgun_Rager_Medium_Buckshot_Cannon_0-Westonmach,Weapon,2,8
Weapon_Shotgun_Rager_Large_Buckshot_Cannon_0-Westonmach,Weapon,1,7
Weapon_FistPunch_Cannon_0-Westonmach,Weapon,3,9
Weapon_FistPunch_HeavyCannon_0-Westonmach,Weapon,2,8
